,SampleID,C16H10O8+Metabolomics,C12H19N3O7+Metabolomics,Proline betaine+Metabolomics,Glycerophosphocholine+Metabolomics,C8H16N2O4(2)+Metabolomics,LysoPC(18:1)+Metabolomics,C26H44O5+Metabolomics,C20H12N4O7+Metabolomics,C12H16O6+Metabolomics,C8H12O6+Metabolomics,C19H28N6O5S+Metabolomics,Oxindole+Metabolomics,Glycine+Metabolomics,C16H15NO5+Metabolomics,C29H41N7O5(1)+Metabolomics,6-(alpha-D-Glucosaminyl)-1D-myo-inositol+Metabolomics,C12H22N6O2+Metabolomics,C19H34O15+Metabolomics,C14:1 AC (Tetradecenoylcarnitine)+Metabolomics,"C10:0,OH AC (Hydroxydecanoyl carnitine)+Metabolomics",C-glycosyltryptophan+Metabolomics,C13H16N6O3+Metabolomics,C30H48O5+Metabolomics,C28H46O4(1)+Metabolomics,gamma-glutamylhistidine+Metabolomics,C28H46O5(1)+Metabolomics,C3:1 AC (Propenoylcarnitine)+Metabolomics,C13H18O5_pos+Metabolomics,Nicotinamide+Metabolomics,C26H36O10(1)+Metabolomics,Hydroxyhippurate+Metabolomics,C7H10N2O3+Metabolomics,C21H20O11+Metabolomics,Tauroursodeoxycholic acid+Metabolomics,C16H24O5_pos+Metabolomics,C12H19N3O9+Metabolomics,C28H46O5(2)+Metabolomics,C30H52O6+Metabolomics,C8H12N2O5+Metabolomics,"C14:2,OH FA (Hydroxy-tetradecadienoic acid)+Metabolomics",Glucaric acid+Metabolomics,"C18:3,OH FA (Hydroxylinolenic acid)+Metabolomics",C23H32O7+Metabolomics,C10H17N7O5+Metabolomics,Hippuric acid+Metabolomics,C16H26N4O11+Metabolomics,C15H20N2O9+Metabolomics,C33H42N2O11+Metabolomics,C26H36O10(2)+Metabolomics,C17H18N2O4(3)+Metabolomics,C28H46O4(2)+Metabolomics,Cys-Pro or Pro-Cys+Metabolomics,C26H48O5+Metabolomics,Ketodeoxycholic acid(3)+Metabolomics,Pantothenic acid(1)+Metabolomics,C26H42O4+Metabolomics,Taurocholic acid+Metabolomics,C11H23N3O3+Metabolomics,C28H48O5+Metabolomics,C24:4 FA (Tetracosatetraenoic acid)+Metabolomics,C27H48O4+Metabolomics,C6H11NO4(1)+Metabolomics,C6H14O6+Metabolomics,C10:0 AC (Decanoylcarnitine)+Metabolomics,C16H14N2O3+Metabolomics,LysoPG(18:0)+Metabolomics,C7H12O9S2+Metabolomics,C6H11NO4(2)+Metabolomics,C19:1 FA (Nonadecaenoic acid)+Metabolomics,"C14:0,OH FA (Hydroxy-myristic acid)+Metabolomics",C19H21NO3(2)+Metabolomics,C11H14N2O3+Metabolomics,C6H10N2O4(2)+Metabolomics,Hydroxy-cholenoic acid+Metabolomics,C7H12N2O3(1)+Metabolomics,C5H10O5(3)+Metabolomics,C18H12N4O6+Metabolomics,C16H16N2O3+Metabolomics,Amino-Hydroxy-benzoic acid+Metabolomics,C17:1 FA (Heptadecenoic acid)+Metabolomics,2-methoxyacetaminophen glucuronide+Metabolomics,C8H17NO7+Metabolomics,Tryptophan betaine(2)+Metabolomics,"C18:1,OH FA(1) (Hydroxy-oleic acid)+Metabolomics",C20H24N2O6+Metabolomics,N-(1-Deoxy-1-fructosyl)methionine+Metabolomics,C24H36O3+Metabolomics,C28H50O4+Metabolomics,C16:2 FA (Hexadecadienoic acid)+Metabolomics,"C17:3,OH FA (Hydroxy-septadecatrienoic acid)+Metabolomics",C16:2 AC (Hexadecadienoylcarnitine)+Metabolomics,C11H11NO2+Metabolomics,C7H8N4O3(1)+Metabolomics,"C18:0,OH FA (Hydroxy-octadecanoic acid)+Metabolomics",C8H12N2O3+Metabolomics,C12H14O5_pos+Metabolomics,LysoPC(18:2)+Metabolomics,C9H18O9+Metabolomics,C12H18N2O2(2)+Metabolomics,C30H50O5+Metabolomics,C8H16O8+Metabolomics,"C14:1,OH FA (Hydroxy-tetradecenoic acid)+Metabolomics","C11:0,DC FA (Undecanedioic acid)+Metabolomics",C22:4 FA (Adrenic acid)+Metabolomics,LysoPC(18:0)+Metabolomics,C5H10N2O2S+Metabolomics,C15:0 FA (Pentadecanoic acid)+Metabolomics,C28H48O4+Metabolomics,C16H16N2O4(2)+Metabolomics,C9H16O4+Metabolomics,N-(1-Deoxy-1-fructosyl)leucine|N-(1-Deoxy-1-fructosyl)isoleucine+Metabolomics,LysoPC(20:5)+Metabolomics
128,ZPEL6L3-E13,5461871.836,172716.6474,51086535.35,7218907.245,480884.151,102831810.9,112735.9636,51590.57671,27453.90687,436584.2175,388271.2228,223231.9165,118497.0644,182963.4263,170846.2083,6232893.997,211378.0628,445349.604,692700.0621,145984.3667,1318426.495,447956.2107,78882.91766,3709368.302,1392714.925,140333.3923,32358.8999,261641.9092,90059.6903,9885562.311,20613.03946,115285.0904,94923.69446,282679.6047,165046.2674,96287.76481,421865.4844,119319.2535,740160.1276,144060.0203,563066.8682,284924.0715,39290.78439,125518.7507,8292968.056,2204239.019,172363.3294,11545803.73,6727814.291,1179832.66,1624894.411,341351.9963,367865.1768,168465.5498,413607.3365,285226.8244,121045.427,160843.2818,1570730.469,47994.66431,283661.8352,337119.6946,231063.8663,1570899.802,745281.7275,61694.07172,633214.875,102900.2549,585501.8087,104039.8337,91241.12314,150327.5367,125467.1907,964608.1017,13586.71917,521523.9738,127144.756,92550.14613,55795.16264,1343399.276,155151.017,411829.4046,2894371.392,1923216.095,96395.24193,609348.0799,566840.0435,1448039.749,648151.9715,469367.8656,73049.83187,87332.2406,116184.6418,1181014.838,17024.83066,363500.9277,206031182.7,1099994.173,90214.5373,1181500.812,2639304.557,198448.5658,12946.47598,1013903.889,86734966.7,470281.3384,699165.4467,2652600.887,450352.4508,230635.5416,3192678.185,4600184.197
129,ZPEL6L3-E14,5020050.891,204380.2851,58333780.22,7937200.079,543346.1211,114660797.3,140913.6851,42983.58507,30693.73939,174228.0633,385566.401,301009.9523,114868.2016,358162.1968,206552.9429,1257561.95,167024.0111,239403.5399,576556.4547,116300.6025,1775408.036,609361.6215,87969.09217,4096521.391,967644.209,169763.0855,31058.0669,389062.2036,130828.803,10256565.67,19826.91847,147411.8912,97304.28857,188226.5306,480816.5324,93870.65541,474428.2141,140284.2749,1060842.791,134504.8896,723656.6379,265111.3339,37658.83956,68841.88457,9327576.595,2462936.574,178963.5128,9518415.036,7134741.654,972825.5109,1653779.942,6658025.64,467662.7604,197597.2995,390301.4952,346669.2436,78291.58072,287292.8273,1879964.665,41116.49641,315965.3629,515774.5943,249118.4494,1245787.405,653774.2281,57743.30803,285030.8933,141446.4389,515111.235,95405.39525,112959.6224,168952.8057,131124.3163,1164262.657,306625.8832,565787.7183,543173.7664,146394.9079,60297.87357,1189851.293,157892.9275,210970.4359,3625555.71,1413442.544,162837.1829,416148.794,795467.2338,1568563.873,568163.0978,444976.3062,71211.10808,88615.79162,128439.3504,892756.9633,312969.8833,542408.0532,231522505.3,751063.5771,139503.1032,1341227.869,2912277.019,195791.3124,17552.01021,1002361.314,89512288.91,1424637.666,624899.8045,2870213.665,1235258.16,290916.1083,3578055.967,5485583.312
130,ZPEL6L3-E15,5430154.531,512930.6583,54524709.11,22139590.41,414212.1073,95612946.54,136169.5927,53280.7623,28722.88997,172905.6487,403425.9323,223145.5557,125333.6537,237743.3782,129754.7395,2337027.038,167746.1797,402402.1158,598864.9798,98535.64038,929567.0518,1157934.522,88079.82095,4128921.307,1293609.563,164555.7312,23411.56664,289661.5101,155012.0971,10892813.63,15576.31125,128496.0211,98365.7758,296697.1787,455680.0756,94572.56471,467367.6179,143420.216,1070992.035,174469.8936,1161020.471,264833.7081,39792.60151,68737.48802,8796203.676,2208340.705,171002.8307,11647372.71,7849986.627,1071152.809,1505465.32,3929865.523,469765.8714,199080.1705,360558.462,325879.5202,81219.13918,236279.378,1893733.546,55504.39751,304990.4181,621849.9407,270354.4099,1815263.87,689359.0359,59178.40983,497964.4636,100259.0997,568505.2277,98329.25126,103206.1282,161536.6089,92814.07711,801004.3526,174779.616,534918.6069,518032.7716,78298.07595,51891.46593,1289946.493,101849.28,258754.2912,3396314.448,1538625.926,93143.21699,245951.6367,553735.7875,1579697.271,631039.0205,441433.3378,49485.11777,103046.1509,149213.3072,919734.1207,174925.2647,412843.5697,187118168.0,552288.7011,175227.3442,1315175.468,2730957.035,269907.1253,18333.5598,1222412.672,75186949.91,1067758.842,643490.7196,2819745.178,993966.3646,322506.8011,1955772.228,4684825.441
131,ZPDABJR-E11,4709198.701,447304.4176,2433522.089,16742901.6,399436.7502,101097034.4,53382.82478,494008.411,317415.8325,456667.0765,1121761.501,175825.1867,95477.88561,250017.0112,172739.4736,1631897.286,103497.7146,357286.8333,1148567.074,305671.9511,2663177.678,553457.1438,22873.33351,2505043.507,1208932.725,86990.18267,81930.55778,3999267.934,44839.67407,9549657.014,16482.26696,1835630.723,97738.96896,283633.7032,246894.179,88162.45269,224730.7541,66404.24502,1033489.622,187101.5342,817004.2282,165821.1634,26179.02603,266818.4391,6982969.886,2131706.13,180131.319,10783445.81,5111733.104,1069871.798,1254117.167,3201733.438,276212.0271,66434.82287,1309893.777,121284.046,148197.4803,139021.3701,1048910.354,73754.68597,208854.5479,75327.04212,147899.2346,1743346.337,686810.5994,48787.3013,797218.8502,164565.669,1149709.681,199726.2147,189044.3904,166381.7955,87548.66239,513170.6656,152749.2683,285917.4395,982480.4973,147033.2969,172922.3139,2043150.929,218058.507,249855.1632,1238978.534,961835.2324,193361.8232,870159.899,516238.8876,880389.6274,417484.984,401063.0474,74675.02532,104264.7786,1916033.135,582209.4601,159444.0413,5084898.804,211398068.8,403469.2401,533821.6439,836929.6647,2523685.845,496034.1685,12699.10916,2368406.73,68075824.31,1003888.3,909748.453,1522905.935,995135.903,334036.3105,8940172.079,14274054.86
132,ZPDABJR-E12,4957196.533,31244.677,2961856.329,2585000.764,1032517.969,97084452.08,112638.9695,458852.6125,365897.5207,50159.55236,1367897.181,140808.9055,72463.33654,115471.1651,63764.6139,1312473.586,253759.6604,379381.3431,2405747.475,646813.6695,1011086.486,134826.6805,58736.17861,2891503.893,1368459.843,117134.9274,22517.19539,4533169.509,185821.4238,7501552.792,16092.52232,2178513.018,122482.6157,684165.7345,54738.18916,113650.1293,362569.8027,118307.8268,932873.3669,457819.8211,205199.3732,343265.2197,26759.98025,107105.0116,5212752.55,3978430.288,220989.7822,10651308.72,6106855.096,936947.954,1267812.165,3620456.572,459918.5386,98628.21964,1517269.542,223711.3392,323275.7484,303869.881,1476162.639,56660.98173,274597.1073,26115.92027,150305.7624,5204347.709,598989.6322,104073.8246,899176.7534,454017.0338,768735.1608,394434.1211,239380.2301,231872.0051,221277.7221,293940.2523,172429.8638,349183.7493,35414.44027,106482.8459,163450.1867,2036042.603,214972.9746,195693.6237,1514213.399,1776580.527,9482.038187,411352.9692,408355.166,1025673.877,915246.5266,435423.1438,190721.6576,104896.916,2129834.968,982808.6328,154954.0384,5024746.827,210614800.6,1806228.674,16034.86924,1072110.885,4228439.365,1167018.513,21511.44011,1741318.031,52415647.03,585867.1706,1069847.078,1763222.866,220324.0731,92791.25692,4354458.459,14904588.2
133,ZPDABJR-E13,5349392.641,112588.273,3074303.636,4795980.529,505190.9565,144086942.5,97319.05367,544194.3355,429514.9259,2037357.203,1384800.906,60336.25706,99474.73423,514463.3018,72887.57105,7337733.274,182398.8098,421146.5777,2129785.306,455496.181,3185876.476,436294.4219,35303.54759,3184809.134,122655.676,139590.9069,134261.8899,1739305.517,83480.27334,10784112.22,17857.62356,2258744.182,115745.473,384399.4548,185585.1067,202111.2907,306954.7319,105967.6612,1707694.633,306071.7626,977474.3054,288209.3737,31602.75212,279291.6965,4583526.785,2506102.134,204573.7343,206959911.9,6440327.796,125368.8228,1763813.357,1095725.283,405558.9881,83107.99578,1847256.74,161737.7755,200633.3573,262744.1011,1408240.923,133567.9223,323563.6067,40277.4585,176523.4242,2486430.738,80579.9744,79183.38298,892671.0806,177078.6851,2107486.151,333197.2117,193887.2658,247247.8577,120698.8211,198383.5088,56330.94165,299137.2734,286862.8252,167605.7461,198391.8354,2828037.258,216175.7716,541628.7333,1253955.711,1534837.923,241484.4923,1523735.664,376309.377,1389686.375,761301.8434,434067.4188,169837.0985,106507.416,2000925.572,848113.7661,52793.04384,5890427.49,248779521.5,1774739.492,204782.3666,1120410.321,4355171.348,779871.5431,34591.87376,3317276.09,123481368.8,713925.8324,1690579.972,2230287.738,509814.6883,420315.06,11083669.97,18121207.14
134,ZPDABJR-E14,5209742.239,178365.3092,2254278.938,9819355.065,479605.9867,88301281.71,85344.4994,504837.612,364082.7275,684457.7481,1519656.784,129583.9988,87190.86444,205197.1215,131118.4973,6811951.387,89790.16272,467778.0199,1564001.783,423775.0753,1933205.21,417894.3983,43821.37496,2961272.863,1406419.921,116685.7203,64817.12083,3783745.69,37140.25521,7668626.207,15936.6918,1801127.618,125010.9345,215897.1198,158127.4051,139259.5174,305770.072,96484.87204,1482346.538,268970.7838,813685.3771,208342.4746,28871.57048,224683.9627,4138894.44,2679678.967,222790.0827,11405833.1,5889853.53,1088020.557,1500832.882,775299.4153,387629.4842,81421.04109,1362600.255,168145.6752,133430.8515,176025.97,1323802.851,73467.45624,264624.9081,46632.50522,165429.2269,1933080.135,685871.8012,60285.18618,892853.3066,173936.194,1325054.52,267955.2203,203784.6153,202479.1649,84690.92544,196240.5033,33784.90138,287680.9018,157610.397,115937.1698,158516.2145,2336624.101,172999.0063,497129.3795,1199489.255,924580.1714,136418.6486,922129.2715,305988.9189,1092681.712,560540.8961,501817.791,124302.6743,82634.90569,1827122.088,619042.8312,42529.48459,4679086.406,191359628.3,1196727.194,172826.6555,949852.0396,3757135.406,741605.9702,13783.63859,2624688.733,54597388.13,546936.59,1218964.296,1836595.726,590682.5262,349301.0515,6899037.311,12866220.57
135,ZPDABJR-E15,4385045.708,168541.5215,2406858.833,8206673.117,457991.5403,98341228.72,55295.30091,556788.4969,300179.2569,9022.762413,1175376.083,95828.3584,83536.61557,388338.9934,16781.49139,1058543.726,66785.02789,382125.3698,1101130.902,372432.8191,147691.2821,583663.6767,30070.84465,2187229.893,276740.9895,84254.16761,487.8660604,4811734.498,29110.85799,9220390.213,11898.36928,2045279.544,90475.56873,200039.6631,350699.0759,77240.98017,217069.306,64861.35824,1188607.075,240725.7878,1198043.487,172935.5096,24779.91387,1418.116345,3272979.757,1953210.972,168815.6515,8680016.722,4883107.804,262559.9807,1147868.88,1127185.548,273571.786,59666.06726,1096792.537,122189.6477,97782.02884,176202.2943,998733.761,85657.34887,199839.5198,49085.02588,154071.0896,1371388.991,186163.1944,50385.84805,780025.4422,139408.4227,1068410.62,236514.9217,149881.5921,144451.8768,59661.27461,138337.7063,50398.3135,261421.5406,686959.4224,177764.9626,172247.2207,1307612.982,169667.3247,206217.6189,1032406.506,580445.0239,264457.7525,75378.93535,136814.7805,784704.9847,307756.187,400025.6622,61070.09912,73350.20606,1624271.773,411162.0675,54207.73483,5951629.808,188642834.1,587730.885,89380.81749,759946.1053,2544678.091,674604.1663,13260.24154,2074669.967,73295126.41,489891.0251,629561.1332,1380275.135,1334028.552,49986.45612,243875.6749,12762304.05
136,ZJBOZ2X-E11,5180185.998,509749.1591,60387420.29,30398928.48,330892.1828,133232075.0,111033.2843,214018.6493,148543.5652,6191.782982,1375258.603,329558.6252,87139.80692,306973.4469,46140.9454,583451.6869,109930.6521,468347.8108,795023.3767,103648.309,62465.9212,797368.9255,67814.7929,4944620.503,2167222.308,139568.3648,1617.048683,1501814.427,52891.53036,608988.6299,11768.62902,3428824.672,80110.52717,317527.0487,308128.8928,73411.88727,430121.2408,157069.1206,847997.7585,236501.227,996144.3874,262294.7279,47481.51887,386.257631,8163689.24,1549371.871,143172.8294,18076471.15,403629.6695,1277688.176,2875792.062,4072934.11,496870.8768,96221.84939,309802.238,249926.8907,163279.0716,177812.2226,1764118.743,85756.6384,335231.2215,39389.15463,195021.9234,1909830.995,786652.7445,264209.344,18175.18047,47671.63421,652169.7856,153629.027,39464.87913,173083.5432,39620.56165,1078304.319,194154.8232,406701.6055,391111.1445,207052.0585,85393.69447,1419904.477,153476.703,113543.6593,2408006.833,1293751.242,314843.1067,7304.071171,967652.535,1322946.473,776849.2556,450982.9324,90852.95618,100485.634,491623.2526,755067.0247,178604.9836,2184618.596,285498030.4,310951.131,287723.2197,1539585.234,2204811.641,381812.2104,15868.75415,2098714.405,95245131.3,1704351.708,514004.4428,2776470.002,1275617.606,39685.23197,124191.0993,8379904.078
137,ZJBOZ2X-E12,4873741.826,107774.051,64754895.32,8943534.834,752744.4448,118055765.1,125943.4886,211417.0789,145909.3069,14912.0412,1306123.827,304026.9408,86354.66279,176586.6573,611.521667,1270663.904,161520.1667,414245.6601,1149344.552,243449.3535,264211.3325,403949.3511,49022.55184,4114066.433,60.74650473,137031.2069,6088.051326,1400876.417,1441920.021,477446.1492,12569.61277,2988090.978,80577.5368,213462.0352,165514.2686,113150.0796,391899.6611,135795.8215,1598558.324,360640.8026,744906.3111,430117.6207,50883.81777,11663.15846,9498146.293,2941320.836,141489.0686,20118802.64,424649.5258,956.0913887,2309185.733,7486596.94,496778.9779,89550.60737,636561.3796,211985.9036,83173.99704,2624000.638,1630552.849,74646.06246,363300.5977,17484.14288,212153.3474,3765243.855,433.9806518,239637.9408,26208.17545,190525.6894,487028.4493,169279.5685,35218.09742,223590.0425,89337.61897,634415.5945,336699.7129,470704.9683,341460.0996,54228.2343,84340.03929,1465394.489,275547.0492,161018.6242,5034661.67,2495637.045,41339.95452,61307.7979,872148.7211,1191085.602,1086239.699,425990.9593,122518.6338,101199.837,568568.9002,1048224.4,295455.9918,2221955.436,250243144.7,788468.074,1426.626831,1299385.807,3838539.035,548818.0468,23922.65236,1819284.644,90682769.64,1388493.188,564027.5644,2449641.538,845359.7706,801.9063828,471497.6277,6762792.766
138,ZJBOZ2X-E13,5379200.084,186245.8388,65349871.53,9247880.515,420228.4017,126930207.0,120502.8522,383446.1294,225731.8856,239401.1326,2874557.334,249319.5579,86975.36622,255141.2209,1032.128813,2141108.515,281165.1898,411592.4747,1054759.367,155591.0356,750264.2815,531012.0965,39323.49294,7308860.386,2146.208979,164745.3521,20852.42807,1137274.723,419864.3948,660139.1492,14630.4631,3288245.712,152737.2402,670362.3499,284037.1557,82573.31148,436986.1492,178478.2876,864608.9367,598574.2245,1042762.897,967708.6675,86152.14489,46899.47346,6891914.336,2096487.797,262119.1235,18284100.12,803345.537,2497.607268,4180097.817,6231438.844,764991.3228,139445.4154,541822.3904,289173.1688,169205.3723,908667.3081,2538838.076,225376.8358,770977.9262,27649.19866,216827.7371,1942173.814,365.6862243,330766.9774,22902.60132,113022.4712,2073354.857,303543.6073,836.5059384,254599.8651,55406.80414,683937.4268,286322.06,450971.9464,455568.2231,85403.82115,93658.87396,4270785.855,135952.8433,260342.183,3786114.574,3828127.33,113528.5929,232891.474,629749.2663,2074558.18,2481078.61,410639.1575,133659.0662,107720.3088,431488.4053,1422545.033,302121.0696,1984700.46,249644246.4,809343.4208,81225.76214,2121708.609,3526497.709,799753.467,25170.61374,5379439.754,123634494.9,1842068.461,1256825.795,4209054.752,1774601.527,454.4896225,1863960.483,6928752.354
139,ZJBOZ2X-E14,5513745.24,361748.6855,69677351.58,16542584.85,438522.0068,107832112.1,112982.5974,230738.2425,147572.419,33203.96775,1425069.14,222484.727,112717.4773,351618.2303,1308.748677,1610933.551,98491.22501,429887.1685,852595.9506,115441.8659,175560.7602,708197.2474,58973.99063,4987307.762,14849.87624,157542.5567,8118.262189,1435047.506,368455.1407,794114.7921,12013.00465,3185576.276,84902.82249,205469.0271,280175.8846,134708.7378,404638.4053,136026.1133,1077433.359,295147.91,1327918.383,378537.7035,54802.02104,2963.643664,9927778.0,1819965.014,152670.5863,18885157.28,420767.8854,39225.78566,2884651.675,6914827.064,481460.328,104078.9996,695206.8703,222401.6731,36859.89897,734068.182,1696550.965,79522.35935,384350.0359,27223.99627,239241.6853,1693609.847,21279.57245,240654.4512,32205.03728,98040.83464,800696.2251,164624.0728,25674.60821,198882.8305,56325.39496,619157.8137,336398.4356,474278.8071,610158.1319,109658.2607,108188.2813,1569293.678,268422.7091,221750.9441,3253984.645,1470264.464,149205.6576,32016.15171,801181.4205,1415792.287,888008.6396,444805.5557,94471.14697,105283.633,675567.2165,828646.8076,291112.0252,2304783.53,220322739.7,908232.4622,131507.9489,1473844.485,3511404.713,430602.0045,18590.81978,2447636.135,86192144.84,1519773.441,596392.8591,2930804.673,2447552.16,1821.219991,353382.7932,6077692.328
140,ZJBOZ2X-E15,5612894.945,183694.022,57076232.08,11186263.96,434119.1354,98985914.14,108509.2108,214988.0384,153539.0309,10736.43582,1372561.619,404739.5252,104496.5506,388297.6946,66452.78683,1033451.472,97132.02032,459680.0011,855640.34,154174.9475,136628.9114,586427.5841,58919.60726,4384273.424,1044476.516,134436.0886,2356.388754,1443290.588,109413.8094,605422.1051,9137.711942,3133064.968,75753.06681,545122.6377,239987.8868,75380.51581,374586.3089,133810.0135,1045134.491,295716.0508,1271388.295,307225.0869,51654.6674,2816.134585,8713046.421,1646179.087,135466.3453,17544834.72,388888.6928,857655.1045,2330750.222,6425697.523,437311.9974,94551.15288,433584.7765,210738.3435,272776.3664,273925.771,1557032.439,61693.15148,300384.2881,53201.28844,228393.5027,2082408.718,543667.7235,190634.5992,43071.37709,99906.51142,554729.19,172689.3286,25593.14064,192203.0306,41109.29692,794734.6901,292070.2436,422125.4631,541366.4562,243352.7103,97411.8736,1216260.145,194442.0286,163537.6004,2808345.959,1283525.082,366392.8169,25188.03527,767197.7344,1161510.608,788391.9421,436920.6532,81825.06762,109228.2786,611321.999,729200.8118,286016.5722,2200956.903,202893013.4,528431.7955,225443.4065,1281467.941,3065009.83,450028.6747,17011.07229,1940157.452,72618299.33,1841803.167,440694.7294,2415708.697,1357695.643,67004.03925,263393.4412,6172995.219
141,ZLTUJTN-E11,5143010.068,417409.2936,20654813.27,17965829.47,401245.9363,68566750.97,74164.10834,315694.7184,188920.3184,206691.3273,756277.1627,952983.1013,113397.222,213535.1978,150358.4636,1307374.341,41814.6721,298962.552,1041223.388,105972.7464,2107141.803,1006455.108,52624.67903,3957320.896,2518069.132,125011.5686,51380.53007,1676995.749,44830.92051,793514.4311,60879.72658,1800052.128,85230.96057,1000108.367,424924.9852,81031.32003,364391.4035,118604.4953,788351.0865,118090.675,913934.7203,180534.8615,27146.65143,144801.8663,2544342.877,1945355.312,153544.6794,10045609.01,754414.9071,2356043.211,2194956.736,5993757.372,528002.2038,121207.8045,355377.0223,253516.9091,417633.9579,185518.9584,1389120.749,74505.30345,247059.0148,16539.80892,251060.5972,1781004.218,1560084.264,69288.96801,587312.2585,114744.2884,637706.0664,96396.91869,79706.1258,146227.3166,125035.0334,2068834.486,286261.0847,438305.9952,280375.6809,182895.1839,86581.88823,1406206.608,199639.7206,247749.3716,1653203.714,719230.8942,263863.8087,421041.7651,344686.7386,1489999.992,477321.2296,439882.7124,78723.27177,101979.5918,1094042.765,456550.1473,285601.0436,2667239.204,156658378.7,394191.962,442887.0359,938228.3112,2746469.015,172298.9642,16801.51853,2038326.682,58097346.46,1738951.368,457127.2424,2547913.739,1113546.24,251696.3978,4446571.0,8042362.79
142,ZLTUJTN-E12,5315265.347,177541.5757,20902212.46,9344968.118,541237.2982,66272068.7,101836.3328,363168.782,212437.3978,156330.159,873756.1495,1055896.946,135026.9875,407039.2566,246103.4743,1117514.168,38811.87495,322509.4591,1586973.514,278586.5213,1614953.691,923963.6352,83444.52395,4169551.221,3707121.641,139534.0242,27486.14666,2151013.987,58863.36369,695953.1808,60637.16426,1977569.845,101719.1116,986131.9999,437403.5082,96383.35946,405814.0077,127427.6475,707820.1676,143866.3796,588700.7741,174335.9133,28138.82136,125311.8475,3027922.865,2522771.942,186373.4688,11357384.41,757239.4414,2938947.214,2319983.203,8842825.696,505775.6962,123228.9754,621015.6185,301765.5906,390470.9886,213324.3892,1367392.937,41069.6994,241595.8211,12375.35974,275581.4347,3672176.244,1938253.27,144859.5397,723978.8476,153291.0855,203764.4308,97466.28164,120516.9742,164989.5127,164682.9413,1409251.06,396991.347,467930.5854,266011.249,249419.4101,103494.4443,732749.5366,220608.9679,222836.0757,1541401.754,686274.6401,304406.6564,387911.6878,284704.3979,1370367.152,330428.7921,436848.9156,154727.7358,124170.6641,1306412.845,425465.2518,403084.9407,3157540.797,154213903.8,1034479.269,332398.7363,1004573.998,2863742.992,208612.9532,15580.31493,1010316.402,48900664.53,1495513.455,276480.0829,2456341.608,1255042.703,155722.5422,3991914.57,8844816.217
143,ZLTUJTN-E13,5593580.175,203680.8261,21394786.32,8241944.902,431442.2114,81851273.83,84994.56469,301307.3569,206173.406,753854.009,868710.2952,594572.3255,123181.6132,256224.8258,118949.4762,2153406.269,53430.11082,384026.7853,1358007.726,199788.6798,2479113.058,717746.7778,65580.21985,4083635.342,3151167.555,129209.3699,48268.65928,2024723.498,80801.22599,762399.1704,58355.75791,1844081.35,100974.7367,1289915.533,266989.188,85736.8675,372882.8825,100874.4053,470398.0005,121897.9385,607693.7718,195789.6482,27191.65454,229640.3671,2120689.785,2070237.549,181139.7927,11375657.68,800159.0714,2620365.809,2258386.258,5437356.26,503386.0785,122186.3139,593943.4265,272051.733,477078.1227,191532.9359,1322834.805,65558.75194,253214.1178,6744.741942,248948.6319,2206341.742,1650010.797,99035.69166,707670.5338,113475.4358,508098.3037,134417.2491,118566.608,165623.5346,130997.8025,1171327.682,254953.8794,424838.8926,221973.6504,109505.8197,103566.5633,1187651.092,176936.1784,235978.9472,1840749.857,763805.1639,101140.2443,650308.2797,517381.6736,1440072.328,476134.7281,455933.191,120771.1054,117458.937,785800.9054,521022.6344,273063.6123,2791703.594,167006197.6,1294849.188,362971.1896,948666.57,2940415.369,180704.0875,12728.45795,1771374.04,86475228.88,1440497.462,444174.5744,2527912.765,552909.3451,230517.255,6311440.439,9047500.588
144,ZLTUJTN-E14,5567155.612,148761.2556,24109755.75,5857531.338,809323.0402,69437217.17,113951.6156,298049.1204,199351.2225,593421.8004,890356.3337,702516.7871,150311.0759,352634.7578,19634.91423,6105373.053,36498.76474,359289.6324,1098194.922,155883.2062,2953308.25,803225.7211,81389.90507,4949556.093,2931098.728,147527.0576,78419.04435,2412826.147,61975.31767,741829.259,56094.32159,2273700.974,99575.09305,1655377.884,323633.8256,201243.4744,450474.9291,127905.5746,1381435.062,107020.8813,933458.6223,173397.0677,33295.68623,263670.7539,2865900.273,3111524.8,177756.0293,9292439.079,831344.5947,2393134.432,2650776.9,296794.3564,645484.8569,163568.2614,790543.8581,347089.1823,596207.9405,221645.4621,1632819.2,50379.0611,313115.9386,5147.793653,287171.3221,1682431.783,1506276.369,93736.51887,657202.868,257682.5638,347066.674,100730.5976,92859.42566,191335.2253,178907.8365,1320633.284,12652.86296,456534.3117,341103.7743,184797.3039,124960.5388,908409.5027,233577.044,392529.9368,1873207.595,572042.0885,228794.4624,1031746.726,603798.3439,1747100.718,318726.3938,436563.1475,99366.02464,118258.5467,1139134.042,432953.7904,14231.32772,3065201.27,153725741.0,820288.192,198516.4711,1204315.702,2999558.737,153011.1629,13618.29965,1410634.787,58942171.94,566925.4684,321872.0355,3091572.97,1247276.126,26221.83064,7532425.089,8104967.838
