,SampleID,family_Desulfovibrionaceae+gut,genus_Prevotella+gut,order_Desulfovibrionales+gut,class_Verrucomicrobiae+gut,family_Coriobacteriaceae+gut,class_Actinobacteria+gut,order_Selenomonadales+gut,genus_unclassified_Clostridiales+gut,genus_Lachnospiracea_incertae_sedis+gut,genus_Bilophila+gut,order_Burkholderiales+gut,family_unclassified_Bacteria+gut,order_Bacteroidales+gut,genus_Collinsella+gut,genus_Clostridium.XI+gut,family_unclassified_Firmicutes+gut,order_Erysipelotrichales+gut,genus_Bacteroides+gut,order_Verrucomicrobiales+gut,genus_unclassified_Porphyromonadaceae+gut,family_Acidaminococcaceae+gut,order_unclassified_Bacteria+gut,order_Clostridiales+gut,genus_Alistipes+gut,genus_Blautia+gut,genus_unclassified_Firmicutes+gut,order_unclassified_Firmicutes+gut,genus_unclassified_Bacteria+gut,family_Enterobacteriaceae+gut,class_Clostridia+gut,family_Verrucomicrobiaceae+gut,genus_Anaerovorax+gut,class_Bacteroidia+gut,family_Erysipelotrichaceae+gut,genus_Streptococcus+gut,genus_unclassified_Clostridiales_Incertae.Sedis.XIII+gut,order_Enterobacteriales+gut,genus_Akkermansia+gut,class_unclassified_Bacteria+gut,family_Sutterellaceae+gut,order_Coriobacteriales+gut,family_Veillonellaceae+gut,genus_Clostridium.sensu.stricto+gut,order_Clostridiales+gut,class_Clostridia+gut,phylum_Firmicutes+gut
418,ZY1ZKJY-09,0.001498525,0.000207488,0.001498525,0.0,0.005256363,0.00534858,0.005878827,0.002766507,0.041820361,0.001291037,0.003780893,0.001844338,0.762910365,0.00371173,0.0,0.000138325,0.005325526,0.664053855,0.0,0.017498156,0.005878827,0.001844338,0.200617853,0.067018628,0.005855773,0.000138325,0.000138325,0.001844338,0.011434895,0.200617853,0.0,0.000230542,0.762910365,0.005325526,0.000322759,0.005302471,0.011434895,0.0,0.001844338,0.00251291,0.005256363,0.0,0.0,0.200617853,0.200617853,0.212974917
419,ZY1ZKJY-10,0.00085699,0.008677022,0.00085699,5.36e-05,0.001071237,0.001071237,0.007980718,0.001767542,0.113658275,5.36e-05,0.051526513,0.017032673,0.699839314,0.000964114,0.000321371,0.001178361,0.00316015,0.445474022,5.36e-05,0.184574183,0.007980718,0.017032673,0.21665774,0.017139796,0.005570434,0.001178361,0.001178361,0.017032673,0.0,0.21665774,5.36e-05,0.000267809,0.699839314,0.00316015,5.36e-05,0.0,0.0,5.36e-05,0.017032673,0.051526513,0.001071237,0.0,0.0,0.21665774,0.21665774,0.229084092
420,ZY1ZKJY-11,0.001888912,0.005921993,0.001888912,0.000663672,0.00490096,0.004952011,0.007453543,0.00428834,0.075607515,0.000153155,0.051766388,0.04415969,0.648662446,0.00428834,0.0,0.000969982,0.003420462,0.451092506,0.000663672,0.124923423,0.007453543,0.04415969,0.234888707,0.016387584,0.010669798,0.000969982,0.000969982,0.04415969,5.11e-05,0.234888707,0.000663672,0.000204207,0.648662446,0.003420462,0.00030631,0.000153155,5.11e-05,0.000663672,0.04415969,0.051766388,0.00490096,0.0,0.0,0.234888707,0.234888707,0.247039003
421,ZY1ZKJY-2011,0.000482509,0.022677925,0.000482509,0.001688782,0.002050663,0.002050663,0.004101327,0.002774427,0.07225573,0.000241255,0.035946924,0.026658625,0.651869723,0.002050663,0.0,0.001206273,0.001688782,0.543546441,0.001688782,0.002291918,0.004101327,0.026658625,0.273703257,0.011821472,0.007599517,0.001206273,0.001206273,0.026658625,0.0,0.273703257,0.001688782,0.000241255,0.651869723,0.001688782,0.0,0.0,0.0,0.001688782,0.026658625,0.035343788,0.002050663,0.0,0.000120627,0.273703257,0.273703257,0.280699638
422,ZY1ZKJY-2012,0.00070159,0.018007484,0.00070159,0.001325226,0.00296227,0.00296227,0.00748363,0.005534768,0.088556283,7.8e-05,0.015357031,0.029934518,0.573277206,0.002572498,0.000389772,0.003429997,0.00296227,0.479420019,0.001325226,0.000935454,0.00748363,0.029934518,0.362098534,0.018631119,0.013252261,0.003429997,0.003429997,0.029934518,0.0,0.362098534,0.001325226,0.000389772,0.573277206,0.00296227,0.0,0.0,0.0,0.001325226,0.029934518,0.015045214,0.00296227,0.0,0.000155909,0.362098534,0.362098534,0.375974431
423,ZY1ZKJY-2014,0.000324675,0.030194805,0.000324675,0.003084416,0.006168831,0.006168831,0.005681818,0.005194805,0.098051948,0.0,0.00974026,0.043668831,0.571266234,0.005357143,0.0,0.001785714,0.001298701,0.468181818,0.003084416,0.000649351,0.005681818,0.043668831,0.356331169,0.019318182,0.011201299,0.001785714,0.001785714,0.043668831,0.0,0.356331169,0.003084416,0.000974026,0.571266234,0.001298701,0.0,0.000162338,0.0,0.003084416,0.043668831,0.00974026,0.006168831,0.0,0.0,0.356331169,0.356331169,0.365422078
424,ZY1ZKJY-2015,0.001132182,0.039154637,0.001132182,0.00509482,0.002358713,0.002358713,0.004811775,0.002453062,0.10095292,9.43e-05,0.063024814,0.057269554,0.588168695,0.001792622,9.43e-05,0.003113501,0.002170016,0.39805642,0.00509482,0.000943485,0.004811775,0.057269554,0.271440702,0.021134069,0.007076139,0.003113501,0.003113501,0.057269554,0.0,0.271440702,0.00509482,0.0,0.588168695,0.002170016,9.43e-05,0.0,0.0,0.00509482,0.057269554,0.063024814,0.002358713,0.0,0.0,0.271440702,0.271440702,0.281724691
425,ZXSO14L-02,4.99e-05,0.603565365,4.99e-05,0.000399481,0.001248377,0.001348247,0.021871567,0.00274643,0.030210726,0.0,9.99e-05,0.006142015,0.705982223,0.000749026,0.003345651,0.000399481,0.013832018,0.033806052,0.000399481,0.013682213,0.00019974,0.006142015,0.243882952,0.009687406,0.020223709,0.000399481,0.000399481,0.006142015,0.000399481,0.243982822,0.000399481,4.99e-05,0.705982223,0.013832018,0.002047338,0.000649156,0.000399481,0.000399481,0.006142015,9.99e-05,0.001248377,0.021671827,0.001747728,0.243882952,0.243982822,0.285079397
426,ZXKBAO5-04,0.0,5.49e-05,0.0,0.002322307,0.002450308,0.002450308,0.007826357,0.005394335,0.134858376,0.0,0.000329146,0.073564101,0.396419624,0.0,0.001060581,0.006363487,0.018194452,0.354599813,0.002322307,1.83e-05,0.0,0.073564101,0.489037614,0.025453947,0.048731874,0.006363487,0.006363487,0.073564101,1.83e-05,0.489074186,0.002322307,1.83e-05,0.396419624,0.018194452,0.003437746,0.000566862,1.83e-05,0.002322307,0.073564101,0.000329146,0.002450308,0.007826357,0.001371441,0.489037614,0.489074186,0.524896228
427,ZXHCGKV-01,0.000115079,0.0,0.000115079,0.0,0.024166635,0.024166635,0.006214277,0.001764548,0.020369021,0.000115079,0.006060839,0.003068779,0.427826154,0.023130922,0.000383597,0.000383597,0.00141931,0.392688634,0.0,0.000115079,0.001687828,0.003068779,0.525835283,0.004718248,0.006022479,0.000383597,0.000383597,0.003068779,0.000230158,0.525835283,0.0,0.0,0.427826154,0.00141931,0.002800261,7.67e-05,0.000230158,0.0,0.003068779,0.006060839,0.024166635,0.004526449,0.002570102,0.525835283,0.525835283,0.536767809
428,ZXHCGKV-02,0.0,0.0,0.0,0.0,0.00169118,0.00169118,0.002562394,0.000819966,0.046943064,0.0,0.00461231,0.001076206,0.725055091,0.001383693,0.000922462,0.000563727,0.004202327,0.636754984,0.0,0.0,0.002459899,0.001076206,0.259826782,0.008609645,0.006149746,0.000563727,0.000563727,0.001076206,0.0,0.259826782,0.0,0.0,0.725055091,0.004202327,0.0,0.0,0.0,0.0,0.001076206,0.00461231,0.00169118,0.000102496,0.012145749,0.259826782,0.259826782,0.26715523
429,ZXHCGKV-04,0.000285437,0.0,0.000285437,0.0,0.003482331,0.003482331,0.003824856,0.002797283,0.059199635,0.000285437,0.01866758,0.018953017,0.472797854,0.003253982,0.002568933,0.000513787,0.001883884,0.409602101,0.0,0.0,0.003253982,0.018953017,0.4531027,0.023177485,0.00593709,0.000513787,0.000513787,0.018953017,0.0,0.4531027,0.0,0.0,0.472797854,0.001883884,0.001141748,0.0,0.0,0.0,0.018953017,0.01866758,0.003482331,0.000570874,0.001598447,0.4531027,0.4531027,0.460923674
430,ZXHCGKV-05,0.00018039,0.000200433,0.00018039,0.0,0.025475026,0.025515113,0.007436062,0.002445282,0.036498837,0.00018039,0.022689008,0.014350998,0.413352842,0.024993987,0.007275716,0.000921992,0.011484807,0.363785777,0.0,0.0,0.004830434,0.014350998,0.438707608,0.006473984,0.089934258,0.000921992,0.000921992,0.014350998,0.062595206,0.438707608,0.0,0.0,0.413352842,0.011484807,0.001743767,0.000100216,0.062595206,0.0,0.014350998,0.022689008,0.025475026,0.002605628,0.001423074,0.438707608,0.438707608,0.461196184
431,ZX52KVK-01,0.000170984,8.55e-05,0.000170984,0.009660597,0.005756462,0.005784959,0.009717591,0.014191673,0.088569719,0.000142487,0.003904135,0.005357499,0.366190761,0.002849734,0.000170984,0.015417059,0.02952324,0.175714571,0.009660597,0.000455957,0.009717591,0.005357499,0.551423442,0.129064432,0.082328802,0.015417059,0.015417059,0.005357499,2.85e-05,0.551480437,0.009660597,0.000199481,0.366190761,0.02952324,0.00170984,0.000968909,2.85e-05,0.009660597,0.005357499,0.003334188,0.005756462,0.0,0.001082899,0.551423442,0.551480437,0.608104642
432,ZX52KVK-04,0.0,0.0,0.0,0.0,0.018173506,0.018173506,0.004457652,0.001485884,0.102411704,0.0,0.005486341,0.017830609,0.569207909,0.014858841,0.005486341,0.000342896,0.013258658,0.486112699,0.0,0.004229055,0.004457652,0.017830609,0.369413647,0.063092925,0.060921248,0.000342896,0.000342896,0.017830609,0.00091439,0.369413647,0.0,0.000457195,0.569207909,0.013258658,0.000800091,0.005714939,0.00091439,0.0,0.017830609,0.004343354,0.018173506,0.0,0.000800091,0.369413647,0.369413647,0.388272945
433,ZX52KVK-1011,0.000201715,0.000403429,0.000201715,0.019162885,0.002168432,0.00221886,0.001159859,0.017397882,0.071911246,0.000201715,0.001059002,0.009631871,0.453403933,0.000806858,0.00110943,0.01225416,0.028895613,0.057034796,0.019162885,0.001210287,0.001059002,0.009631871,0.466717095,0.369440242,0.037115482,0.01225416,0.01225416,0.009631871,0.000151286,0.466717095,0.019162885,0.000958144,0.453403933,0.028895613,0.000806858,0.000554715,0.000151286,0.019162885,0.009631871,0.000655572,0.002168432,0.000100857,0.000857287,0.466717095,0.466717095,0.510237015
434,ZX52KVK-1012,0.000317101,0.0,0.000317101,0.057757644,0.001404304,0.001404304,0.001902605,0.015311438,0.085390713,0.000226501,0.003488109,0.012865232,0.42804077,0.0001812,0.0001359,0.008516421,0.010056625,0.089603624,0.057757644,0.001857305,0.001902605,0.012865232,0.469037373,0.274926387,0.037191393,0.008516421,0.008516421,0.012865232,9.06e-05,0.469037373,0.057757644,0.0001359,0.42804077,0.010056625,0.0,0.000407701,9.06e-05,0.057757644,0.012865232,0.001676104,0.001404304,0.0,9.06e-05,0.469037373,0.469037373,0.489513024
435,ZX52KVK-1014,0.000674211,0.0,0.000674211,0.03891163,0.001396581,0.001396581,0.003082109,0.01863713,0.082590898,0.000337106,0.008909222,0.014351072,0.399711052,0.00024079,0.001589213,0.005538165,0.014399229,0.150493619,0.03891163,0.001252107,0.003082109,0.014351072,0.499157236,0.200288948,0.041175054,0.005538165,0.005538165,0.014351072,4.82e-05,0.499157236,0.03891163,0.00024079,0.399711052,0.014399229,0.0,0.00048158,4.82e-05,0.03891163,0.014351072,0.004863954,0.001396581,0.0,0.000337106,0.499157236,0.499157236,0.52217674
436,ZX52KVK-1021,0.00030896,0.0,0.00030896,0.028733265,0.001132853,0.001235839,0.013800206,0.02554068,0.044593203,0.00030896,0.011534501,0.100514933,0.341915551,0.00061792,0.0,0.016477858,0.006179197,0.136663234,0.028733265,0.003398558,0.013800206,0.100514933,0.466014418,0.160453141,0.011637487,0.016477858,0.016477858,0.100514933,0.000411946,0.466117405,0.028733265,0.000823893,0.341915551,0.006179197,0.000411946,0.000205973,0.000411946,0.028733265,0.100514933,0.005355304,0.001132853,0.0,0.0,0.466014418,0.466117405,0.503089598
437,ZX52KVK-1022,0.000319898,0.0,0.000319898,0.068991256,0.002452549,0.002452549,0.013329068,0.048517808,0.100127959,0.000319898,0.002665814,0.061953508,0.203988057,0.000319898,0.001066325,0.014182128,0.025271913,0.034442312,0.068991256,0.002026018,0.013115803,0.061953508,0.595222862,0.157709533,0.044359138,0.014182128,0.014182128,0.061953508,0.000213265,0.595329495,0.068991256,0.001066325,0.203988057,0.025271913,0.000746428,0.001172958,0.000213265,0.068991256,0.061953508,0.00085306,0.002452549,0.000213265,0.0,0.595222862,0.595329495,0.648965664
438,ZX52KVK-1032,0.000937207,0.0,0.000937207,0.005623243,0.001071094,0.001204981,0.016601955,0.014861427,0.062391217,0.000535547,0.012853126,0.010978712,0.359887535,0.000669434,0.0,0.005221583,0.016334181,0.110858214,0.005623243,0.001740528,0.016601955,0.010978712,0.562859821,0.211273263,0.035881644,0.005221583,0.005221583,0.010978712,0.000133887,0.562993707,0.005623243,0.000267773,0.359887535,0.016334181,0.000267773,0.00040166,0.000133887,0.005623243,0.010978712,0.005221583,0.001071094,0.0,0.0,0.562859821,0.562993707,0.601419199
439,ZX52KVK-1033,0.000136054,0.0,0.000136054,0.006938776,0.000544218,0.000544218,0.013469388,0.008163265,0.069251701,0.000136054,0.013197279,0.011020408,0.535510204,0.000272109,0.000408163,0.003265306,0.007891156,0.236462585,0.006938776,0.003401361,0.013469388,0.011020408,0.395918367,0.213877551,0.029795918,0.003265306,0.003265306,0.011020408,0.000136054,0.396054422,0.006938776,0.0,0.535510204,0.007891156,0.000272109,0.000408163,0.000136054,0.006938776,0.011020408,0.007482993,0.000544218,0.0,0.0,0.395918367,0.396054422,0.42122449
440,ZX52KVK-1034,0.000722966,5.16e-05,0.000722966,0.01003546,0.001790202,0.001790202,0.012910111,0.021361931,0.052036355,0.000619685,0.007556718,0.06733914,0.380744999,0.000877888,0.0,0.01196337,0.009415774,0.084277206,0.01003546,0.00499191,0.012910111,0.06733914,0.476434744,0.218989913,0.017557751,0.01196337,0.01196337,0.06733914,0.0,0.476572452,0.01003546,0.000120494,0.380744999,0.009415774,8.61e-05,0.000327056,0.0,0.01003546,0.06733914,0.00345991,0.001790202,0.0,0.0,0.476434744,0.476572452,0.510964988
441,ZX52KVK-2011,0.000209118,0.000209118,0.000209118,0.035759097,0.006482643,0.006482643,0.015474697,0.031576746,0.104976997,0.000209118,0.00167294,0.01944793,0.13425345,0.003554998,0.0,0.00167294,0.008155583,0.028230866,0.035759097,0.000209118,0.015474697,0.01944793,0.774989544,0.099749059,0.046005855,0.00167294,0.00167294,0.01944793,0.0,0.774989544,0.035759097,0.0,0.13425345,0.008155583,0.00083647,0.001045588,0.0,0.035759097,0.01944793,0.000209118,0.006482643,0.0,0.0,0.774989544,0.774989544,0.801129235
442,ZX52KVK-2012,0.000452466,0.0,0.000452466,0.016841788,0.001558494,0.001558494,0.007340003,0.017294254,0.048514403,0.000452466,0.010909457,0.039867277,0.41898346,0.00050274,0.0,0.009250415,0.00100548,0.104419084,0.016841788,0.003468906,0.007340003,0.039867277,0.482378965,0.289025187,0.018701925,0.009250415,0.009250415,0.039867277,0.0,0.482378965,0.016841788,5.03e-05,0.41898346,0.00100548,0.000301644,5.03e-05,0.0,0.016841788,0.039867277,0.006837263,0.001558494,0.0,0.0,0.482378965,0.482378965,0.500276507
443,ZX52KVK-2013,0.000507357,0.0,0.000507357,0.017588365,0.001014713,0.001014713,0.008286826,0.018941316,0.046507695,0.000338238,0.010147133,0.051919499,0.46947404,0.000507357,0.0,0.015558938,0.001183832,0.127515643,0.017588365,0.002198546,0.008286826,0.051919499,0.411973617,0.312024353,0.010316252,0.015558938,0.015558938,0.051919499,0.0,0.412311855,0.017588365,0.0,0.46947404,0.001183832,0.0,0.0,0.0,0.017588365,0.051919499,0.007272112,0.001014713,0.0,0.000169119,0.411973617,0.412311855,0.437341451
444,ZX52KVK-2014,0.0,0.0,0.0,0.080751483,0.005438365,0.005438365,0.019940672,0.043012525,0.06410679,0.0,0.002636783,0.023071852,0.247033619,0.002471984,0.000659196,0.002966381,0.019940672,0.040375742,0.080751483,0.000659196,0.019940672,0.023071852,0.594924192,0.194133158,0.022577456,0.002966381,0.002966381,0.023071852,0.000329598,0.594924192,0.080751483,0.0,0.247033619,0.019940672,0.000164799,0.000164799,0.000329598,0.080751483,0.023071852,0.001812788,0.005438365,0.0,0.0,0.594924192,0.594924192,0.638101516
445,ZX52KVK-2015,0.000248283,0.0,0.000248283,0.009103699,0.001406935,0.001406935,0.01282794,0.009020939,0.081353968,0.000165522,0.008938178,0.00736572,0.522552346,0.000662087,0.0,0.002400066,0.00455185,0.21981296,0.009103699,0.001903501,0.01282794,0.00736572,0.427294546,0.265083175,0.02474551,0.002400066,0.002400066,0.00736572,0.0,0.427294546,0.009103699,0.000248283,0.522552346,0.00455185,0.000165522,0.000165522,0.0,0.009103699,0.00736572,0.006124307,0.001406935,0.0,0.000827609,0.427294546,0.427294546,0.447322685
446,ZX52KVK-2021,4.48e-05,0.000224225,4.48e-05,0.030180726,0.025023544,0.025247769,0.008699942,0.040450244,0.125521324,4.48e-05,0.001928338,0.011973631,0.268397686,0.015337011,0.001210817,0.013363828,0.035427598,0.186959056,0.030180726,0.000807211,0.008565407,0.011973631,0.602717611,0.066011929,0.156868021,0.013363828,0.013363828,0.011973631,0.000807211,0.603076371,0.030180726,0.000896901,0.268397686,0.035427598,0.00026907,0.001210817,0.000807211,0.030180726,0.011973631,0.001614422,0.025023544,0.000134535,0.000134535,0.602717611,0.603076371,0.661105879
447,ZX52KVK-2022,0.00098912,0.000290918,0.00098912,0.018502356,0.001047303,0.001047303,0.00878571,0.006167452,0.044452202,0.000872753,0.019491476,0.012916739,0.606621284,0.000814569,5.82e-05,0.00448013,0.001978239,0.279513586,0.018502356,0.002850992,0.00878571,0.012916739,0.323325769,0.277128062,0.007272939,0.00448013,0.00448013,0.012916739,5.82e-05,0.323383953,0.018502356,0.0,0.606621284,0.001978239,0.000116367,5.82e-05,5.82e-05,0.018502356,0.012916739,0.00762204,0.001047303,0.0,5.82e-05,0.323325769,0.323383953,0.338802583
448,ZX52KVK-2023,0.0,0.0,0.0,0.0,0.049654405,0.049813299,0.003734011,0.004528482,0.25033765,0.0,0.0,7.94e-05,0.031302137,0.049654405,0.061968698,0.003813458,0.018987845,0.031302137,0.0,0.0,0.003734011,7.94e-05,0.882418368,0.0,0.313418606,0.003813458,0.003813458,7.94e-05,0.001747835,0.882418368,0.0,0.0,0.031302137,0.018987845,0.000238341,0.0,0.001747835,0.0,7.94e-05,0.0,0.049654405,0.0,0.000158894,0.882418368,0.882418368,0.910304282
449,ZX52KVK-2025,8.63e-05,0.0,8.63e-05,0.008889272,0.001639769,0.001639769,0.015879865,0.061448175,0.046172435,8.63e-05,0.002761716,0.037542073,0.382411323,0.000690429,0.0,0.005178217,0.003538448,0.008285147,0.008889272,0.000690429,0.015879865,0.037542073,0.539052386,0.368689048,0.020540261,0.005178217,0.005178217,0.037542073,0.000776733,0.539224994,0.008889272,0.0,0.382411323,0.003538448,0.000172607,8.63e-05,0.000776733,0.008889272,0.037542073,0.001726072,0.001639769,0.0,0.0,0.539052386,0.539224994,0.563994131
450,ZX52KVK-4011,0.000305064,0.0,0.000305064,0.003050641,0.004820012,0.004942038,0.004636974,0.017205613,0.175228798,0.000244051,0.004453935,0.003721782,0.130506406,0.003111653,6.1e-05,0.002013423,0.004148871,0.063026236,0.003050641,0.000366077,0.004636974,0.003721782,0.840695546,0.058816351,0.088468578,0.002013423,0.002013423,0.003721782,6.1e-05,0.840756559,0.003050641,0.0,0.130506406,0.004148871,0.000244051,6.1e-05,6.1e-05,0.003050641,0.003721782,0.002196461,0.004820012,0.0,0.0,0.840695546,0.840756559,0.851860891
451,ZX52KVK-4012,0.00107881,0.0,0.00107881,0.0,0.001816943,0.001816943,0.017771974,0.0,0.036225301,0.00107881,0.011583012,5.68e-05,0.676357029,0.0,0.010901658,0.002271179,0.001249148,0.62923007,0.0,0.0,0.017771974,5.68e-05,0.287020213,0.043322734,0.011355894,0.002271179,0.002271179,5.68e-05,0.000340677,0.287133772,0.0,0.0,0.676357029,0.001249148,0.0,5.68e-05,0.000340677,0.0,5.68e-05,0.004428799,0.001816943,0.0,0.000113559,0.287020213,0.287133772,0.308596412
452,ZX52KVK-4013,0.000196918,0.0,0.000196918,0.090533156,0.030423866,0.030522326,0.011470487,0.056663221,0.112095702,0.000196918,0.002707626,0.049672623,0.141928814,0.014768867,0.001526116,0.003987594,0.009747452,0.009501305,0.090533156,0.000590755,0.011470487,0.049672623,0.656082312,0.123073894,0.02446709,0.003987594,0.003987594,0.049672623,4.92e-05,0.656623837,0.090533156,0.0,0.141928814,0.009747452,0.000393836,0.000492296,4.92e-05,0.090533156,0.049672623,0.001279968,0.030423866,0.0,0.0,0.656082312,0.656623837,0.682223207
453,ZX52KVK-4014,0.000408852,5.11e-05,0.000408852,0.030612766,0.007410436,0.007410436,0.016507385,0.023815608,0.05953902,0.000357745,0.004139623,0.027495273,0.153114938,0.002606429,0.001942045,0.001993152,0.008432565,0.029641744,0.030612766,0.000255532,0.016456278,0.027495273,0.747380794,0.110901007,0.01773394,0.001993152,0.001993152,0.027495273,0.0,0.747483007,0.030612766,0.0,0.153114938,0.008432565,0.000613277,0.000204426,0.0,0.030612766,0.027495273,0.002044258,0.007410436,5.11e-05,0.0,0.747380794,0.747483007,0.775284918
454,ZX52KVK-4015,5.72e-05,0.000114443,5.72e-05,0.02105745,0.019684138,0.019684138,0.013275349,0.015621424,0.056935225,5.72e-05,0.007381552,0.011215381,0.344129091,0.010814832,0.001144427,0.002517739,0.007667659,0.086747539,0.02105745,0.007381552,0.013275349,0.011215381,0.569180591,0.211203937,0.020714122,0.002517739,0.002517739,0.011215381,0.000400549,0.569409476,0.02105745,0.0,0.344129091,0.007667659,0.000114443,0.00085832,0.000400549,0.02105745,0.011215381,0.003833829,0.019684138,0.0,5.72e-05,0.569180591,0.569409476,0.593041886
455,ZX52KVK-6021,0.000234375,0.0,0.000234375,0.0065625,0.0075,0.007539063,0.013828125,0.0428125,0.089570313,0.000117188,0.00328125,0.023398438,0.237929688,0.004179688,0.000390625,0.009570313,0.0284375,0.140976563,0.0065625,0.000117188,0.013828125,0.023398438,0.665,0.08921875,0.02359375,0.009570313,0.009570313,0.023398438,7.81e-05,0.665117188,0.0065625,3.91e-05,0.237929688,0.0284375,0.0003125,0.000625,7.81e-05,0.0065625,0.023398438,0.001210938,0.0075,0.0,0.0,0.665,0.665117188,0.717460938
456,ZX52KVK-6031,0.000589573,0.0,0.000589573,0.007748673,0.005306157,0.005306157,0.01162301,0.013812853,0.091552261,0.000421124,0.012633707,0.00732755,0.416828097,0.003200539,0.0,0.003200539,0.021308852,0.20003369,0.007748673,0.000421124,0.01162301,0.00732755,0.500463236,0.11976754,0.051629748,0.003200539,0.003200539,0.00732755,0.000336899,0.500547461,0.007748673,0.0,0.416828097,0.021308852,0.0,0.000252674,0.000336899,0.007748673,0.00732755,0.010275415,0.005306157,0.0,0.0,0.500463236,0.500547461,0.536679862
457,ZX52KVK-6031_2,0.001305714,8.85e-05,0.001305714,0.004935157,0.003430266,0.003452397,0.027685566,0.005444164,0.113287301,0.001239322,0.038396849,0.003275351,0.47753729,0.001438499,0.0,0.000973753,0.015115301,0.311578808,0.004935157,0.002611428,0.027685566,0.003275351,0.422984995,0.129774709,0.02040455,0.000973753,0.000973753,0.003275351,0.000907361,0.423007126,0.004935157,2.21e-05,0.47753729,0.015115301,6.64e-05,8.85e-05,0.000907361,0.004935157,0.003275351,0.019032444,0.003430266,0.0,0.0,0.422984995,0.423007126,0.466980923
458,ZX52KVK-8012,0.000449994,0.0,0.000449994,0.026549668,0.022612217,0.022949713,0.018449769,0.052424345,0.074811565,0.000337496,0.006524918,0.042974463,0.203284959,0.014962313,0.000674992,0.025762178,0.025762178,0.052986838,0.026549668,0.000674992,0.018449769,0.042974463,0.615254809,0.133760828,0.047249409,0.025762178,0.025762178,0.042974463,0.002924963,0.616042299,0.026549668,0.000224997,0.203284959,0.025762178,0.002249972,0.00078749,0.002924963,0.026549668,0.042974463,0.001799978,0.022612217,0.0,0.0,0.615254809,0.616042299,0.691078862
459,ZWLGEWL-01,4.93e-05,0.0,4.93e-05,9.86e-05,0.000591804,0.000591804,0.004142625,0.001676777,0.073432954,4.93e-05,0.006855057,0.022241949,0.514622479,0.0,9.86e-05,0.000443853,0.003205602,0.459683385,9.86e-05,0.013019677,4.93e-05,0.022241949,0.360211077,0.0168664,0.027666815,0.000443853,0.000443853,0.022241949,0.0,0.360211077,9.86e-05,9.86e-05,0.514622479,0.003205602,0.0,0.0,0.0,9.86e-05,0.022241949,0.006855057,0.000591804,0.004093308,0.0,0.360211077,0.360211077,0.368003156
460,ZWLGEWL-02,0.000536078,5.36e-05,0.000536078,0.000160823,0.000428862,0.000536078,0.005521604,0.001501019,0.084539509,0.000536078,0.008577249,0.017476145,0.533612094,0.0,0.000160823,0.001072156,0.002144312,0.440763375,0.000160823,0.017744184,0.0,0.017476145,0.39814517,0.035327544,0.012383403,0.001072156,0.001072156,0.017476145,0.0,0.39814517,0.000160823,0.000643294,0.533612094,0.002144312,0.000268039,0.0,0.0,0.000160823,0.017476145,0.008523641,0.000428862,0.005521604,0.0,0.39814517,0.39814517,0.407204889
461,ZWLGEWL-04,0.000125287,0.0,0.000125287,6.26e-05,0.000271455,0.000271455,0.008811861,0.000751723,0.097306327,0.000125287,0.01196492,0.017623721,0.607496346,0.0,6.26e-05,0.000793485,0.007496346,0.573647943,6.26e-05,0.008081019,0.0,0.017623721,0.331906452,0.008916266,0.039068699,0.000793485,0.000793485,0.017623721,0.0,0.331906452,6.26e-05,8.35e-05,0.607496346,0.007496346,0.000292337,4.18e-05,0.0,6.26e-05,0.017623721,0.01196492,0.000271455,0.008811861,0.0,0.331906452,0.331906452,0.349321361
462,ZWLGEWL-06,0.000574768,0.0,0.000574768,0.0,0.001053741,0.001053741,0.009579462,0.003448606,0.097135741,0.000574768,0.030558483,0.014369192,0.624772488,0.0,0.0,0.001053741,0.011303765,0.495162372,0.0,0.005651882,0.000191589,0.014369192,0.277421209,0.069642686,0.022990708,0.001053741,0.001053741,0.014369192,9.58e-05,0.277421209,0.0,0.000383178,0.624772488,0.011303765,0.0,0.0,9.58e-05,0.0,0.014369192,0.030558483,0.001053741,0.009387872,0.0,0.277421209,0.277421209,0.299358176
463,ZWLGEWL-2013,0.000373506,0.000124502,0.000373506,0.002365538,6.23e-05,6.23e-05,0.011080677,0.001494024,0.086840139,0.000249004,0.013259462,0.014691235,0.582171315,0.0,0.0,0.000249004,0.004482072,0.529008964,0.002365538,0.002365538,0.0,0.014691235,0.352153884,0.019858068,0.010893924,0.000249004,0.000249004,0.014691235,6.23e-05,0.352153884,0.002365538,0.000435757,0.582171315,0.004482072,6.23e-05,0.0,6.23e-05,0.002365538,0.014691235,0.012761454,6.23e-05,0.011080677,0.0,0.352153884,0.352153884,0.368027888
464,ZWHMV5E-01,4.77e-05,9.54e-05,4.77e-05,0.0,0.003672438,0.003672438,0.005818667,0.008632613,0.047980159,4.77e-05,0.012209663,0.002766252,0.562502981,0.0,0.000667716,0.002337006,0.005198645,0.53288501,0.0,0.0,0.005532503,0.002766252,0.40539896,0.0158821,0.016931368,0.002337006,0.002337006,0.002766252,0.0,0.40539896,0.0,4.77e-05,0.562502981,0.005198645,0.0,0.0,0.0,0.0,0.002766252,0.012209663,0.003672438,0.000286164,0.00023847,0.40539896,0.40539896,0.418753279
